Field.Season,TimeBlock,Site,Quadrat,HD_Cat,HD_Cont,NPP,WE,Region,WaveEnergy,Taxonomic_Name,functional_group,life_history,prop_cover
KI2013,Before,site1,Q42.5,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Sarcophyton,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q42.5,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Sinularia,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q44.7,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Cladiella,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q44.7,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Lobophytum,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q44.7,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Sarcophyton,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q44.7,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Sinularia,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q46.6,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Cladiella,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q46.6,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Lobophytum,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q46.6,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Sarcophyton,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q46.6,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Sinularia,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q49.9,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Cladiella,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q49.9,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Lobophytum,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q49.9,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Sarcophyton,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q49.9,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Sinularia,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q50.3,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Cladiella,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q50.3,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Lobophytum,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q50.3,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Sarcophyton,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q50.3,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Sinularia,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q52.2,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Cladiella,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q52.2,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Lobophytum,Soft_coral,Soft_Coral,0.010638298
KI2013,Before,site1,Q52.2,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Sarcophyton,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q52.2,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Sinularia,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q54.6,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Cladiella,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q54.6,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Lobophytum,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q54.6,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Sarcophyton,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q54.6,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Sinularia,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q55.8,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Cladiella,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q55.8,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Lobophytum,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q55.8,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Sarcophyton,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q55.8,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Sinularia,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q56.4,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Cladiella,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q56.4,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Lobophytum,Soft_coral,Soft_Coral,0.03125
KI2013,Before,site1,Q56.4,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Sarcophyton,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q56.4,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Sinularia,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q7.3.1,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Cladiella,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q7.3.1,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Lobophytum,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q7.3.1,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Sarcophyton,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q7.3.1,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Sinularia,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q7.3.2,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Cladiella,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q7.3.2,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Lobophytum,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q7.3.2,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Sarcophyton,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q7.3.2,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Sinularia,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q7.9.1,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Cladiella,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q7.9.1,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Lobophytum,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q7.9.1,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Sarcophyton,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q7.9.1,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Sinularia,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q7.9.2,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Cladiella,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q7.9.2,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Lobophytum,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q7.9.2,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Sarcophyton,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q7.9.2,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Sinularia,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q8.9.1,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Cladiella,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q8.9.1,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Lobophytum,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q8.9.1,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Sarcophyton,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q8.9.1,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Sinularia,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q8.9.2,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Cladiella,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q8.9.2,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Lobophytum,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q8.9.2,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Sarcophyton,Soft_coral,Soft_Coral,0
KI2013,Before,site1,Q8.9.2,Medium,1613.276063,979.5381087,windward,North Shore,26.2347931,Sinularia,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q1,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Cladiella,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q1,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Lobophytum,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q1,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Sarcophyton,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q1,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Sinularia,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q10,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Cladiella,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q10,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Lobophytum,Soft_coral,Soft_Coral,0.04040404
KI2013,Before,site14,Q10,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Sarcophyton,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q10,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Sinularia,Soft_coral,Soft_Coral,0.02020202
KI2013,Before,site14,Q11,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Cladiella,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q11,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Lobophytum,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q11,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Sarcophyton,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q11,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Sinularia,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q12,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Cladiella,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q12,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Lobophytum,Soft_coral,Soft_Coral,0.03125
KI2013,Before,site14,Q12,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Sarcophyton,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q12,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Sinularia,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q13,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Cladiella,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q13,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Lobophytum,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q13,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Sarcophyton,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q13,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Sinularia,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q14,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Cladiella,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q14,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Lobophytum,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q14,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Sarcophyton,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q14,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Sinularia,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q15,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Cladiella,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q15,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Lobophytum,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q15,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Sarcophyton,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q15,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Sinularia,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q2,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Cladiella,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q2,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Lobophytum,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q2,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Sarcophyton,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q2,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Sinularia,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q3,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Cladiella,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q3,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Lobophytum,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q3,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Sarcophyton,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q3,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Sinularia,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q4,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Cladiella,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q4,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Lobophytum,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q4,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Sarcophyton,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q4,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Sinularia,Soft_coral,Soft_Coral,0.135416667
KI2013,Before,site14,Q7,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Cladiella,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q7,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Lobophytum,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q7,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Sarcophyton,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q7,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Sinularia,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q8,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Cladiella,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q8,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Lobophytum,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q8,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Sarcophyton,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q8,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Sinularia,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q9,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Cladiella,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q9,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Lobophytum,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q9,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Sarcophyton,Soft_coral,Soft_Coral,0
KI2013,Before,site14,Q9,Medium,1159.552126,984.2650146,sheltered,South Lagoon,24.79859521,Sinularia,Soft_coral,Soft_Coral,0
KI2013,Before,site15,Q1,Very Low,0,1003.661438,windward,Bay of Wrecks,26.40668069,Cladiella,Soft_coral,Soft_Coral,0
KI2013,Before,site15,Q1,Very Low,0,1003.661438,windward,Bay of Wrecks,26.40668069,Lobophytum,Soft_coral,Soft_Coral,0
KI2013,Before,site15,Q1,Very Low,0,1003.661438,windward,Bay of Wrecks,26.40668069,Sarcophyton,Soft_coral,Soft_Coral,0
KI2013,Before,site15,Q1,Very Low,0,1003.661438,windward,Bay of Wrecks,26.40668069,Sinularia,Soft_coral,Soft_Coral,0
KI2013,Before,site15,Q10,Very Low,0,1003.661438,windward,Bay of Wrecks,26.40668069,Cladiella,Soft_coral,Soft_Coral,0
KI2013,Before,site15,Q10,Very Low,0,1003.661438,windward,Bay of Wrecks,26.40668069,Lobophytum,Soft_coral,Soft_Coral,0
KI2013,Before,site15,Q10,Very Low,0,1003.661438,windward,Bay of Wrecks,26.40668069,Sarcophyton,Soft_coral,Soft_Coral,0
KI2013,Before,site15,Q10,Very Low,0,1003.661438,windward,Bay of Wrecks,26.40668069,Sinularia,Soft_coral,Soft_Coral,0
KI2013,Before,site15,Q11,Very Low,0,1003.661438,windward,Bay of Wrecks,26.40668069,Cladiella,Soft_coral,Soft_Coral,0
KI2013,Before,site15,Q11,Very Low,0,1003.661438,windward,Bay of Wrecks,26.40668069,Lobophytum,Soft_coral,Soft_Coral,0
KI2013,Before,site15,Q11,Very Low,0,1003.661438,windward,Bay of Wrecks,26.40668069,Sarcophyton,Soft_coral,Soft_Coral,0
KI2013,Before,site15,Q11,Very Low,0,1003.661438,windward,Bay of Wrecks,26.40668069,Sinularia,Soft_coral,Soft_Coral,0
KI2013,Before,site15,Q12,Very Low,0,1003.661438,windward,Bay of Wrecks,26.40668069,Cladiella,Soft_coral,Soft_Coral,0
KI2013,Before,site15,Q12,Very Low,0,1003.661438,windward,Bay of Wrecks,26.40668069,Lobophytum,Soft_coral,Soft_Coral,0
KI2013,Before,site15,Q12,Very Low,0,1003.661438,windward,Bay of Wrecks,26.40668069,Sarcophyton,Soft_coral,Soft_Coral,0
KI2013,Before,site15,Q12,Very Low,0,1003.661438,windward,Bay of Wrecks,26.40668069,Sinularia,Soft_coral,Soft_Coral,0
KI2013,Before,site15,Q13,Very Low,0,1003.661438,windward,Bay of Wrecks,26.40668069,Cladiella,Soft_coral,Soft_Coral,0
KI2013,Before,site15,Q13,Very Low,0,1003.661438,windward,Bay of Wrecks,26.40668069,Lobophytum,Soft_coral,Soft_Coral,0
KI2013,Before,site15,Q13,Very Low,0,1003.661438,windward,Bay of Wrecks,26.40668069,Sarcophyton,Soft_coral,Soft_Coral,0
KI2013,Before,site15,Q13,Very Low,0,1003.661438,windward,Bay of Wrecks,26.40668069,Sinularia,Soft_coral,Soft_Coral,0
KI2013,Before,site15,Q14,Very Low,0,1003.661438,windward,Bay of Wrecks,26.40668069,Cladiella,Soft_coral,Soft_Coral,0
KI2013,Before,site15,Q14,Very Low,0,1003.661438,windward,Bay of Wrecks,26.40668069,Lobophytum,Soft_coral,Soft_Coral,0
KI2013,Before,site15,Q14,Very Low,0,1003.661438,windward,Bay of Wrecks,26.40668069,Sarcophyton,Soft_coral,Soft_Coral,0
KI2013,Before,site15,Q14,Very Low,0,1003.661438,windward,Bay of Wrecks,26.40668069,Sinularia,Soft_coral,Soft_Coral,0
KI2013,Before,site15,Q15,Very Low,0,1003.661438,windward,Bay of Wrecks,26.40668069,Cladiella,Soft_coral,Soft_Coral,0
KI2013,Before,site15,Q15,Very Low,0,1003.661438,windward,Bay of Wrecks,26.40668069,Lobophytum,Soft_coral,Soft_Coral,0
KI2013,Before,site15,Q15,Very Low,0,1003.661438,windward,Bay of Wrecks,26.40668069,Sarcophyton,Soft_coral,Soft_Coral,0
KI2013,Before,site15,Q15,Very Low,0,1003.661438,windward,Bay of Wrecks,26.40668069,Sinularia,Soft_coral,Soft_Coral,0
